Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Language,Rights,Archive,Archive Location,Notes,Manual Tags
84YW7RLR,journalArticle,2020,"Reed, Darius D.; Adams, Raymond",A Social-Ecological Perspective of Spiritual Resilience and Suicidality among African-American Men.,Social Work in Public Health,,10.1080/19371918.2020.1824845,https://research.ebsco.com/linkprocessor/plink?id=c5d2c87b-8a18-34dd-a721-8d1365075a34,"Despite their minoritized status research has shown that suicide among African-American men has steadily increased. Research has also discussed generalized protective factors that have been found to mitigate suicide risk. What lacks is a more culturally nuanced definition of spiritual resilience which has been found to protect against suicide for African-American men. Using Socio-Ecological Resiliency Theory (S-ERT), The Theory of Intersectionality (TOI), and Critical Race Theory (CRT) as our theoretical lens, this article draws on the lived experiences of social workers working with suicidal African-American men. It examines the social ecologies of African-American men and seeks to understand how these experiences can help to mitigate suicide risk. Implications are provided for social work research, policy and education programs to ensure that practitioners are well versed in working with this population.",2020,9/29/25 19:28,,8,35,Social Work in Public Health,,,,,,African American men; Critical race theory; Other Individual and Family Services; Social ecology; Social work research; Social workers; Suicidal ideation
XXTQA59C,journalArticle,1946,"Lewin, Kirk",Action Research and Minority Problems,Journal of Social Issues,,,,,1946-11,9/29/25 19:27,34-46,4,2,,,,,,,
6FCJ585L,journalArticle,2023,"Voorheis, Paula; Silver, Michelle; Consonni, Josie",Adaptation to life after sport for retired athletes: A scoping review of existing reviews and programs,PLOS ONE,19326203,10.1371/journal.pone.0291683,,"Retirement from sport is a life transition that has significant implications for athletes’ physical and mental health, as well as their social and professional development. Although extensive work has been done to review the retirement experiences of athletes, relatively less work has been done to examine and reflect on this expansive body of literature with a pragmatic aim of deciding what needs to happen to better support retiring athletes. This study used scoping review methodology to review current academic reviews, gray literature articles, and support programs on athletic retirement. This review followed the Joanna Briggs Institute reviewer’s manual guide on scoping reviews and adhered to the PRISMA-ScR checklist. Academic articles were identified from PubMed, Embase, Web of Science and Scopus. Gray literature articles and support programs were identified using advanced Google searches. This study identified 23 academic reviews, 44 gray literature articles, and 15 support programs. Generally, the results suggest that athletic retirement encompasses a drastic shift in identity, a loss of social networks, a lack of career ambitions, and potential risks to physical and mental health. While there was a gap in the academic literature regarding practical strategies to support retiring athletes, the gray literature suggests many creative ideas. Stepwise programming may be beneficial to help athletes: (a) make sense of their athletic experience and see retirement as an ongoing process; (b) develop a well-rounded sense of self identity and understand how to apply their unique skills and strengths in new ways; (3) gain control over their retirement transition by establishing a clear plan and adjusting to new routines and opportunities; and (4) normalize the transition experience by “living in the next” and building confidence in new life directions. Future research may benefit from developing and evaluating more programming to support athletes through the retirement transition.",9/21/23,9/29/25 19:27,14-Jan,9-Sep,18,,,,,,,
5VPMLVJ8,journalArticle,2023,"Lopez-Littleton, Vanessa; Sampson, Carla Jackie; Corpening, Brian",ADORE: A Framework for Community Building to Dismantle anti-Black Racism in Academia.,Public Integrity,,10.1080/10999922.2022.2112869,https://research.ebsco.com/linkprocessor/plink?id=a4137dae-052d-3c88-8083-49db398f5a01,"In higher education, power structures, including anti-Black racism, perpetuate whiteness and thwart the full capability of human potential for Black Americans. The aggregate impact of anti-Black racism, a specific form of racism, potentiates the marginalization of Black Americans. While Black intellectuals have a distinct role to play in dismantling systems of oppression, gatekeepers protect hegemonic systems that perpetuate the status quo and mute Black voices. Critical race theory (CRT) serves as a lens for confronting America's racist past and provides a mechanism for addressing systems that perpetuate inequities. CRT is a theoretical framework useful in designing approaches to dismantling structural racism and counterbalancing dominant paradigms, each foundational to developing a new social contract with Black Americans. This article presents a community building model to support the advancement of ethical public service in complex social environments. The ADORE model is a strategic framework for academic institutions to (A) acknowledge harm, welcome (D) diverse perspectives, accept (O) ownership and (R) responsibility for systemic change, and garner the (E) energy to sustain progress. The model centers agape and radical self-love as integral components to intentionally dismantle anti-Black racism in public institutions.",2023,9/29/25 19:28,,3,25,Public Integrity,,,,,,Academia; America; Anti-Black racism; Black people; Book Publishers; Communities; Critical race theory; Institutional racism; Scholarly publishing
D3S3N22B,book,2020,"Van Reeth, D. and Fort, R.",Sports economics after 50 years: Essays in honor of Wladimir Andreff,,,,,,2020,9/29/25 19:28,,,,,,,,,,ABDC; Behavioral Economics; Finance/Legacy; Systems Thinking
CWWEAZV2,report,2020,Knight Commission on Intercollegiate Athletics,Transforming the NCAA D-I model: Recommendations for reform,,,,,,2020,9/29/25 19:28,,,,,,,,,,CRT; Finance/Legacy; Governance; Systems Thinking
CTCP3GFC,journalArticle,2016,"Singer, John M.",African American Male College Athletes’ Narratives on Education and Racism,Urban Education,,,,,2016-11,9/29/25 19:27,1065-1095,9,51,,,,,,,
GDSYTE99,journalArticle,2020,"Carlson, M. and Donavan, D. T.",After the final whistle: Examining financial distress among retired professional athletes,Journal of Sport Management,,10.1123/jsm.2019-0437,,,2020,9/29/25 19:28,417-430,5,34,Journal of Sport Management,,,,,,ABDC; Behavioral Economics; Finance/Legacy; Systems Thinking
23NSPHBF,journalArticle,2025,,AI integration in financial services: a systematic review of trends and regulatory challenges,Humanities & Social Sciences Communications,,10.1057/s41599-025-04850-8,https://marymountuniv.idm.oclc.org/login?url=https://www.proquest.com/scholarly-journals/ai-integration-financial-services-systematic/docview/3192434189/se-2?accountid=27975,"The integration of Artificial Intelligence (AI) into financial services represents a developmental shift in the industry, presenting unprecedented opportunities and challenges. This scientometric review examines the evolution of AI in finance from 1989 to 2024, analyzing its pivotal applications in credit scoring, fraud detection, digital insurance, robo-advisory services, and financial inclusion. The analysis reveals significant trends, particularly the growing adoption of machine learning, natural language processing, and blockchain technologies in reshaping financial operations and decision-making processes. The review addresses critical regulatory and ethical challenges, emphasizing the imperative for explainable AI (XAI) and robust governance frameworks to ensure transparency, fairness, and accountability in AI-driven systems. Despite rapid advancements, persistent gaps remain, the most notable of which is the lack of standardized frameworks for AI implementation across financial sectors. The findings support the need for a balanced approach that promotes innovation while addressing ethical, regulatory, and societal concerns. This comprehensive synthesis maps the trajectory of AI in finance, identifies key areas for future research, and recommends interdisciplinary collaboration to advance responsible and sustainable AI integration within the financial ecosystem.",2025-12,9/29/25 19:27,562,1,12,,English,,Research Library,3192434189,<p>Copyright - Copyright Palgrave Macmillan Dec 2025</p>; <p>Last updated - 2025-04-22</p>,Algorithms; Artificial intelligence; Automation; Decision making; Ethics; Financial analysis; Financial institutions; Financial services; Financial systems; Machine learning; Natural language processing; Predictive analytics; Risk assessment; Scientometrics; Social Sciences: Comprehensive Works; Technology; Trends
HMQGXVGC,journalArticle,2023,"Mills, S.; Costa, S.; Sunstein, C. R.","AI, Behavioural Science, and Consumer Welfare: Journal of Consumer Policy",Journal of Consumer Policy,1687034,10.1007/s10603-023-09547-6,https://marymountuniv.idm.oclc.org/login?url=https://www.proquest.com/scholarly-journals/ai-behavioural-science-consumer-welfare/docview/2870182358/se-2?accountid=27975,"This article discusses the opportunities and costs of AI in behavioural science, with particular reference to consumer welfare. We argue that because of pattern detection capabilities, modern AI will be able to identify (1) new biases in consumer behaviour and (2) known biases in novel situations in which consumers find themselves. AI will also allow behavioural interventions to be personalised and contextualised and thus produce significant benefits for consumers. Finally, AI can help behavioural scientists to “see the system,” by enabling the creation of more complex and dynamic models of consumer behaviour. While these opportunities will significantly advance behavioural science and offer great promise to improve consumer outcomes, we highlight several costs of using AI. We focus on some important environmental, social, and economic costs that are relevant to behavioural science and its application. For consumers, some of those costs involve privacy; others involve manipulation of choices.",2023-09,9/29/25 19:27,387-400,3,46,,English,,Research Library,2870182358,"<p>Copyright - © The Author(s) 2023. This work is published under http://creativecommons.org/licenses/by/4.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License.</p>; <p>Last updated - 2024-09-09</p>",Algorithmic harm; Artificial intelligence; Behavioral economics; Behavioral sciences; Behavioural science; Behavioural sciences; Bias; Consumer; Consumer behavior; Consumer behaviour; Consumer Education And Protection; Consumer welfare; Consumers; Costs; Dynamic models; Language; Manipulation; Natural language; Personalisation; Privacy; Science; Welfare; Welfare recipients
BRFBBXN5,journalArticle,2021,"Conwell, Jordan A.; Ye, Leafi a Zi","All Wealth Is Not Created Equal: Race, Parental Net Worth, and Children's Achievement",RSF: The Russell Sage Foundation Journal of the Social Sciences,2377-8253; 2377-8261,,https://research.ebsco.com/linkprocessor/plink?id=f919f720-2082-38bc-9ee5-9d3a62ae8d0a,"Using data from the children of the National Longitudinal Survey of Youth 1979 cohort, spanning 1986 to 2014, we investigated whether White, Black, and Hispanic children whose parents had the same wealth, measured as net worth, have equal math and reading achievement trajectories from age five through fourteen. Black and Hispanic children often had significantly worse scores than same-wealth Whites. We also found racial variation, to the disadvantage of Blacks and Hispanics relative to same-wealth Whites, in measures of family demographic context and financial portfolio composition, both of which research has linked to children's achievement. Whereas previous research has found that structural racial inequality contributes to racial differences in wealth, we find evidence of similar processes in same-wealth comparisons that have potential implications for children's academic success.",2021,9/29/25 19:27,101-121,3,7,,,,,,,Academic Achievement; African Americans; Children; Family Financial Resources; Hispanic Americans; Longitudinal Studies; Mathematics Achievement; National Longitudinal Survey of Youth; National Surveys; Race; Racial Differences; Reading Achievement; Whites
